content,nFixations,FFD,TRT,GPT,GD,nFixations_avg,FFD_avg,TRT_avg,GPT_avg,GD_avg
"cultural,",2,72,165,165,165,[],[],[],[],[]
sexual,1,88,88,88,88,[],[],[],[],[]
discord.,1,109,109,304,109,[],[],[],[],[]
slides,1,72,72,72,72,[],[],[],[],[]
downhill,1,76,76,76,76,1.7272727272727273,116.18181818181819,198.0909090909091,126.72727272727273,126.72727272727273
soon,1,99,99,99,99,1.4545454545454546,99.54545454545455,140.27272727272728,131.1818181818182,115.36363636363636
macho,1,66,66,66,66,1.6363636363636365,102.54545454545455,176.0909090909091,208.72727272727272,114.45454545454545
conventions,4,78,385,152,152,2.909090909090909,98.81818181818181,345.09090909090907,235.36363636363637,205.0909090909091
assert,2,136,388,621,136,[],[],[],[],[]
themselves.,1,212,212,212,212,1.4545454545454546,153.63636363636363,213.0909090909091,555.6363636363636,185.72727272727272
More,1,89,89,89,89,[],[],[],[],[]
"romantic,",2,50,168,257,168,[],[],[],[],[]
ultimately,1,126,126,126,126,[],[],[],[],[]
satisfying,1,95,95,95,95,1.2727272727272727,98.0,134.72727272727272,105.63636363636364,105.63636363636364
teary-eyed,2,103,208,263,103,2.727272727272727,107.27272727272727,336.8181818181818,384.1818181818182,245.54545454545453
original.,1,271,271,271,271,[],[],[],[],[]
Godard's,2,94,201,304,94,[],[],[],[],[]
movies...,1,91,91,91,91,[],[],[],[],[]
visually,2,188,284,284,284,[],[],[],[],[]
"ravishing,",2,96,175,175,175,1.7272727272727273,141.27272727272728,234.36363636363637,194.9090909090909,194.9090909090909
"penetrating,",1,193,193,193,193,2.3636363636363638,156.1818181818182,331.45454545454544,265.90909090909093,182.36363636363637
impenetrable.,1,290,290,290,290,1.9090909090909092,224.45454545454547,341.0,810.7272727272727,313.27272727272725
cumulative,2,69,147,147,147,2.727272727272727,106.0,351.6363636363636,208.8181818181818,200.63636363636363
effect,2,100,208,100,100,[],[],[],[],[]
depressing.,2,135,342,342,342,2.090909090909091,148.0909090909091,318.90909090909093,621.8181818181819,286.45454545454544
moviemaker's,3,71,396,172,172,2.5454545454545454,120.0,310.3636363636364,182.8181818181818,182.8181818181818
attempt,3,85,383,607,85,1.7272727272727273,122.0909090909091,208.27272727272728,351.09090909090907,133.27272727272728
surround,1,114,114,114,114,1.4545454545454546,122.63636363636364,166.9090909090909,151.8181818181818,141.54545454545453
himself,1,78,78,78,78,[],[],[],[],[]
"beautiful,",1,93,93,93,93,1.3636363636363635,112.72727272727273,146.36363636363637,152.72727272727272,125.72727272727273
half-naked,1,104,104,104,104,1.3636363636363635,127.0909090909091,164.0909090909091,324.09090909090907,138.72727272727272
women.,[],[],[],[],[],[],[],[],[],[]
"stretches,",3,130,272,612,190,1.9090909090909092,129.0909090909091,222.45454545454547,244.36363636363637,174.54545454545453
meal,1,150,150,150,150,[],[],[],[],[]
preparation,2,124,297,124,124,2.090909090909091,141.45454545454547,287.72727272727275,244.36363636363637,189.63636363636363
igloo,2,137,246,137,137,1.2727272727272727,122.0909090909091,151.0909090909091,129.27272727272728,129.27272727272728
construction.,1,105,105,484,105,1.9090909090909092,142.54545454545453,250.9090909090909,647.6363636363636,214.45454545454547
"XXX,",1,123,123,123,123,1.7272727272727273,131.9090909090909,236.63636363636363,196.8181818181818,183.45454545454547
Diesel,1,90,90,90,90,[],[],[],[],[]
rare,2,91,192,329,91,[],[],[],[],[]
creature,[],[],[],[],[],[],[],[],[],[]
hero,1,84,84,84,84,[],[],[],[],[]
table,1,101,101,101,101,[],[],[],[],[]
"manners,",2,74,146,247,74,1.5454545454545454,123.63636363636364,178.27272727272728,156.0909090909091,129.72727272727272
proves,2,95,205,205,205,[],[],[],[],[]
elegance,1,83,83,83,83,1.8181818181818181,135.45454545454547,224.36363636363637,188.45454545454547,181.45454545454547
tattoo,1,239,239,239,239,[],[],[],[],[]
deep.,[],[],[],[],[],[],[],[],[],[]
sure,2,85,201,305,85,[],[],[],[],[]
longer,3,85,402,85,85,[],[],[],[],[]
heal:,1,101,101,101,101,[],[],[],[],[]
welt,1,130,130,130,130,[],[],[],[],[]
Johnny,2,71,126,126,126,[],[],[],[],[]
Knoxville's,[],[],[],[],[],[],[],[],[],[]
stomach,1,111,111,111,111,1.3636363636363635,110.9090909090909,157.45454545454547,136.27272727272728,136.27272727272728
riot-control,1,70,70,70,70,2.6363636363636362,104.36363636363636,339.45454545454544,286.8181818181818,286.8181818181818
projectile,[],[],[],[],[],[],[],[],[],[]
own,1,50,50,50,50,[],[],[],[],[]
tortured,2,77,253,127,77,2.090909090909091,88.54545454545455,226.45454545454547,255.0,128.27272727272728
psyche.,1,85,85,261,85,1.3636363636363635,128.63636363636363,173.63636363636363,563.6363636363636,155.27272727272728
Serving,6,126,709,845,225,2.4545454545454546,142.63636363636363,381.3636363636364,282.54545454545456,207.9090909090909
Sara,1,112,112,112,112,[],[],[],[],[]
does,1,153,153,153,153,[],[],[],[],[]
reaches,1,89,89,89,89,[],[],[],[],[]
crudity,1,97,97,97,97,1.6363636363636365,116.81818181818181,185.36363636363637,157.45454545454547,132.0909090909091
Austin,1,96,96,96,96,[],[],[],[],[]
Powers,[],[],[],[],[],[],[],[],[],[]
"extravaganza,",1,138,138,138,138,1.2727272727272727,165.45454545454547,191.72727272727272,314.27272727272725,182.45454545454547
here,1,181,181,305,181,[],[],[],[],[]
match,1,182,182,182,182,1.1818181818181819,118.45454545454545,153.36363636363637,154.27272727272728,126.54545454545455
intermittent,3,259,672,672,672,2.0,150.27272727272728,285.1818181818182,233.8181818181818,233.8181818181818
inspiration.,2,160,430,578,160,[],[],[],[],[]
difficult,3,52,361,211,211,1.7272727272727273,123.36363636363636,226.8181818181818,182.54545454545453,182.54545454545453
conceive,3,84,317,388,84,1.8181818181818181,116.45454545454545,212.0909090909091,178.0909090909091,131.27272727272728
anyone,2,92,174,253,92,[],[],[],[],[]
reached,1,100,100,100,100,1.8181818181818181,117.0909090909091,208.1818181818182,137.0,137.0
puberty,1,54,54,54,54,1.6363636363636365,114.27272727272727,175.36363636363637,211.0909090909091,131.8181818181818
actually,1,72,72,72,72,1.4545454545454546,115.72727272727273,181.36363636363637,175.45454545454547,175.45454545454547
finding,1,80,80,152,80,[],[],[],[],[]
Slackers,2,133,197,197,197,2.0,152.9090909090909,245.0909090909091,228.27272727272728,194.8181818181818
antics,[],[],[],[],[],[],[],[],[],[]
"amusing,",1,68,68,68,68,1.4545454545454546,108.45454545454545,161.36363636363637,232.54545454545453,123.72727272727273
let,1,79,79,147,79,[],[],[],[],[]
funny.,[],[],[],[],[],[],[],[],[],[]
fully.,3,101,417,918,101,2.090909090909091,189.1818181818182,338.6363636363636,1009.5454545454545,204.36363636363637
Not,[],[],[],[],[],[],[],[],[],[]
Undercover,5,178,571,281,281,4.7272727272727275,109.72727272727273,560.0,351.45454545454544,194.0909090909091
Brother,5,85,471,524,85,2.6363636363636362,132.63636363636363,319.1818181818182,234.0,155.63636363636363
"so,",[],[],[],[],[],[],[],[],[],[]
"films,",[],[],[],[],[],[],[],[],[],[]
"smarter,",2,80,173,173,173,[],[],[],[],[]
savvier,1,107,107,107,107,1.5454545454545454,132.45454545454547,208.0,179.45454545454547,157.45454545454547
spoofs,1,91,91,91,91,[],[],[],[],[]
mentioned,1,174,174,174,174,1.7272727272727273,121.63636363636364,214.0,144.27272727272728,126.81818181818181
set,[],[],[],[],[],[],[],[],[],[]
interiors,1,101,101,101,101,1.7272727272727273,118.36363636363636,193.72727272727272,144.1818181818182,144.1818181818182
haunted,1,150,150,150,150,[],[],[],[],[]
vessel,1,105,105,105,105,1.8181818181818181,117.0909090909091,216.72727272727272,330.8181818181818,117.0909090909091
creepy,1,55,55,55,55,1.6363636363636365,119.72727272727273,197.9090909090909,149.0909090909091,127.0
moodily,1,136,136,488,136,[],[],[],[],[]
lit.,[],[],[],[],[],[],[],[],[],[]
With,[],[],[],[],[],[],[],[],[],[]
exception,2,159,259,259,259,1.5454545454545454,132.54545454545453,203.63636363636363,195.9090909090909,154.0909090909091
fleetingly,3,102,281,188,188,1.5454545454545454,114.72727272727273,164.27272727272728,171.0,141.72727272727272
amusing,3,100,323,100,100,[],[],[],[],[]
improvisations,3,90,296,319,90,3.0,123.0909090909091,373.90909090909093,394.6363636363636,279.8181818181818
Cedric,2,177,312,177,177,[],[],[],[],[]
Entertainer,2,85,177,605,85,[],[],[],[],[]
Perry's,1,76,76,76,76,[],[],[],[],[]
"boss,",1,51,51,51,51,1.2727272727272727,95.45454545454545,118.45454545454545,301.09090909090907,100.0
redeeming,1,86,86,86,86,[],[],[],[],[]
moment,2,84,361,447,84,1.4545454545454546,127.45454545454545,203.1818181818182,209.0,127.45454545454545
funny,2,66,168,286,66,[],[],[],[],[]
characters.,1,192,192,192,192,1.6363636363636365,122.72727272727273,196.0909090909091,522.5454545454545,188.72727272727272
``13,[],[],[],[],[],[],[],[],[],[]
Conversations'',2,137,196,196,196,2.5454545454545454,114.9090909090909,305.72727272727275,226.72727272727272,226.72727272727272
holds,2,99,237,99,99,1.4782608695652173,120.21739130434783,192.17391304347825,143.3913043478261,129.34782608695653
goodwill,4,131,487,471,131,2.4545454545454546,105.72727272727273,288.3636363636364,255.63636363636363,125.27272727272727
"close,",2,94,192,94,94,[],[],[],[],[]
relatively,1,122,122,122,122,[],[],[],[],[]
point.,[],[],[],[],[],[],[],[],[],[]
appeal,1,111,111,111,111,[],[],[],[],[]
mainstream,1,88,88,205,88,1.8181818181818181,112.54545454545455,182.27272727272728,189.72727272727272,153.1818181818182
"audience,",1,78,78,78,78,1.5454545454545454,86.18181818181819,138.9090909090909,151.0909090909091,99.27272727272727
certain,2,74,167,167,167,1.5454545454545454,102.27272727272727,162.0909090909091,210.72727272727272,128.27272727272728
suitable,1,117,117,117,117,1.3636363636363635,110.72727272727273,156.45454545454547,157.8181818181818,134.9090909090909
entry,1,66,66,66,66,[],[],[],[],[]
fest,2,87,233,233,87,[],[],[],[],[]
circuit.,2,99,279,425,279,[],[],[],[],[]
You,[],[],[],[],[],[],[],[],[],[]
away,3,68,283,480,68,[],[],[],[],[]
"wishing,",1,129,129,129,129,1.9090909090909092,129.27272727272728,226.8181818181818,194.36363636363637,155.8181818181818
"though,",2,157,265,157,157,[],[],[],[],[]
spent,1,151,151,151,151,1.4545454545454546,116.9090909090909,164.0,170.54545454545453,136.72727272727272
trying,[],[],[],[],[],[],[],[],[],[]
credible,2,90,178,178,178,1.3636363636363635,104.36363636363636,139.1818181818182,224.8181818181818,124.54545454545455
reports,2,153,357,357,357,[],[],[],[],[]
afterlife,1,116,116,116,116,1.7272727272727273,99.0909090909091,200.54545454545453,256.72727272727275,164.27272727272728
urgency,1,84,84,84,84,1.2727272727272727,112.18181818181819,129.36363636363637,141.72727272727272,129.36363636363637
center,1,52,52,154,52,[],[],[],[],[]
story.,[],[],[],[],[],[],[],[],[],[]
virtually,1,82,82,157,82,[],[],[],[],[]
context,1,109,109,109,109,1.6363636363636365,124.9090909090909,190.9090909090909,212.1818181818182,132.1818181818182
journalistic,1,137,137,137,137,[],[],[],[],[]
historical.,2,70,260,260,260,2.0,101.63636363636364,228.72727272727272,448.90909090909093,200.36363636363637
"sloppy,",4,79,375,407,168,[],[],[],[],[]
made-for-movie,4,141,453,246,246,4.636363636363637,154.8181818181818,556.0909090909091,393.1818181818182,393.1818181818182
"special,",1,91,91,91,91,[],[],[],[],[]
wonder,1,104,104,104,104,[],[],[],[],[]
Lawrence,3,225,656,361,361,2.3636363636363638,125.9090909090909,306.72727272727275,181.63636363636363,181.63636363636363
hates,2,69,129,69,69,[],[],[],[],[]
criticism,1,149,149,209,149,1.5454545454545454,135.0909090909091,196.0909090909091,177.36363636363637,171.9090909090909
he,[],[],[],[],[],[],[],[],[],[]
refuses,3,77,245,132,132,1.8181818181818181,106.72727272727273,183.1818181818182,226.8181818181818,111.72727272727273
evaluate,3,110,255,110,110,1.4545454545454546,136.54545454545453,182.36363636363637,259.27272727272725,136.54545454545453
work.,[],[],[],[],[],[],[],[],[],[]
Genuinely,3,91,310,146,146,1.9090909090909092,113.54545454545455,238.0,181.45454545454547,181.45454545454547
touching,2,108,187,108,108,2.1818181818181817,138.45454545454547,287.6363636363636,201.0909090909091,157.8181818181818
kinds,1,63,63,654,63,[],[],[],[],[]
"complications,",2,83,229,83,83,3.0,115.9090909090909,359.1818181818182,166.1818181818182,137.36363636363637
predictable.,3,106,498,956,106,1.6363636363636365,190.8181818181818,290.72727272727275,761.5454545454545,234.36363636363637
Armed,1,91,91,91,91,[],[],[],[],[]
"cast,",[],[],[],[],[],[],[],[],[],[]
pitch-perfect,2,57,120,265,120,1.9090909090909092,122.54545454545455,207.72727272727272,206.45454545454547,183.72727272727272
Forster,1,124,124,124,124,[],[],[],[],[]
Meara,2,72,201,326,72,[],[],[],[],[]
"Levy,",1,92,92,92,92,[],[],[],[],[]
Mike,[],[],[],[],[],[],[],[],[],[]
shoots,2,278,410,410,410,[],[],[],[],[]
"scores,",1,114,114,114,114,[],[],[],[],[]
namesake,2,98,156,580,98,1.7272727272727273,122.54545454545455,214.0,417.0,184.0909090909091
proud.,[],[],[],[],[],[],[],[],[],[]
leaving,2,113,228,324,113,[],[],[],[],[]
theater,2,125,175,175,175,[],[],[],[],[]
smile,1,92,92,300,92,[],[],[],[],[]
face.,[],[],[],[],[],[],[],[],[],[]
misery,1,92,92,92,92,2.1818181818181817,99.0909090909091,235.36363636363637,143.27272727272728,143.27272727272728
voyeuristic,1,136,136,136,136,1.6363636363636365,138.63636363636363,208.9090909090909,180.0,180.0
"spectacle,",2,66,141,141,141,1.4545454545454546,114.54545454545455,153.54545454545453,153.54545454545453,153.54545454545453
consumed,3,122,438,122,122,2.4545454545454546,109.45454545454545,266.8181818181818,436.1818181818182,138.9090909090909
forgotten.,[],[],[],[],[],[],[],[],[],[]
awful,2,94,183,94,94,[],[],[],[],[]
"dumb,",1,93,93,93,93,[],[],[],[],[]
narratively,2,87,166,166,166,2.0,138.54545454545453,253.8181818181818,174.9090909090909,174.9090909090909
"chaotic,",1,62,62,62,62,[],[],[],[],[]
sloppy...,1,99,99,99,99,[],[],[],[],[]
weird,1,156,156,156,156,[],[],[],[],[]
amalgam,1,137,137,293,137,2.1739130434782608,129.43478260869566,292.0,237.65217391304347,225.56521739130434
`The,[],[],[],[],[],[],[],[],[],[]
Thing',[],[],[],[],[],[],[],[],[],[]
geriatric,[],[],[],[],[],[],[],[],[],[]
`Scream.',[],[],[],[],[],[],[],[],[],[]
"well-produced,",2,97,187,187,187,3.4545454545454546,142.8181818181818,452.27272727272725,290.90909090909093,235.72727272727272
joylessly,2,79,170,170,170,3.0,130.63636363636363,393.3636363636364,234.45454545454547,192.36363636363637
pictures,[],[],[],[],[],[],[],[],[],[]
whooshing,[],[],[],[],[],[],[],[],[],[]
marvel,1,77,77,77,77,1.1818181818181819,112.81818181818181,137.36363636363637,125.9090909090909,125.9090909090909
"next,",1,172,172,172,172,[],[],[],[],[]
"hastily,",1,133,133,133,133,[],[],[],[],[]
emptily.,1,53,53,225,53,2.1818181818181817,103.0,263.09090909090907,1233.8181818181818,145.9090909090909
Measured,5,163,960,560,560,[],[],[],[],[]
practically,2,106,200,106,106,2.4545454545454546,118.63636363636364,308.8181818181818,241.0909090909091,216.0
like-themed,4,122,391,698,200,4.545454545454546,121.0,562.9090909090909,523.0,331.27272727272725
Oscar-sweeping,1,93,93,93,93,3.0,95.9090909090909,346.8181818181818,574.6363636363636,175.36363636363637
predecessor,1,91,91,91,91,1.8181818181818181,128.36363636363637,220.1818181818182,201.45454545454547,137.0
Red,1,107,107,107,107,[],[],[],[],[]
Dragon,1,97,97,97,97,[],[],[],[],[]
rates,1,157,157,157,157,[],[],[],[],[]
exceptional,2,158,245,482,245,2.0,133.63636363636363,230.0909090909091,877.9090909090909,185.27272727272728
thriller.,[],[],[],[],[],[],[],[],[],[]
respect,1,76,76,76,76,[],[],[],[],[]
"laws,",1,93,93,93,93,[],[],[],[],[]
correctness,2,138,189,189,189,1.7272727272727273,129.0,201.36363636363637,210.9090909090909,201.36363636363637
common,1,72,72,72,72,[],[],[],[],[]
"decency,",2,101,174,970,101,1.2727272727272727,95.81818181818181,115.72727272727273,219.36363636363637,103.18181818181819
displays,2,116,169,116,116,1.8181818181818181,115.0909090909091,190.9090909090909,319.27272727272725,139.63636363636363
important:,1,166,166,166,166,[],[],[],[],[]
"flawed,",4,106,496,106,106,2.1818181818181817,120.0909090909091,253.63636363636363,275.0,132.72727272727272
crazy,2,82,271,777,82,[],[],[],[],[]
strange,2,103,262,103,103,[],[],[],[],[]
"way,",1,66,66,169,66,[],[],[],[],[]
Egoyan,1,91,91,91,91,2.5454545454545454,145.0909090909091,405.72727272727275,276.0,229.8181818181818
done,2,90,177,90,90,[],[],[],[],[]
much.,[],[],[],[],[],[],[],[],[],[]
seeing,3,106,274,185,185,[],[],[],[],[]
tell,1,164,164,164,164,[],[],[],[],[]
why,1,136,136,136,136,[],[],[],[],[]
bother,1,80,80,435,80,1.6363636363636365,118.36363636363636,186.54545454545453,168.0,124.27272727272727
remembering,1,174,174,609,174,2.4545454545454546,116.45454545454545,277.54545454545456,654.1818181818181,211.8181818181818
darkly,2,59,174,293,59,2.0,123.81818181818181,252.54545454545453,182.0909090909091,139.0909090909091
observation,2,150,221,221,221,[],[],[],[],[]
grueling,2,75,168,299,75,[],[],[],[],[]
time-consuming,4,122,603,209,209,[],[],[],[],[]
illusion,3,81,284,81,81,1.6363636363636365,111.45454545454545,173.36363636363637,111.45454545454545,111.45454545454545
actual,1,181,181,923,181,[],[],[],[],[]
"ways,",2,66,391,134,66,[],[],[],[],[]
Lagaan,1,160,160,160,160,1.8181818181818181,123.9090909090909,231.8181818181818,187.54545454545453,132.9090909090909
quintessential,5,114,482,193,193,3.1818181818181817,148.72727272727272,441.45454545454544,401.1818181818182,279.54545454545456
Bollywood.,1,132,132,746,132,2.3636363636363638,115.9090909090909,300.3636363636364,615.0,239.36363636363637
Pacino,2,142,260,260,260,[],[],[],[],[]
Williams,3,100,326,192,192,2.3636363636363638,110.18181818181819,280.54545454545456,199.1818181818182,143.1818181818182
upping,2,115,364,115,115,1.6363636363636365,129.1818181818182,203.36363636363637,145.27272727272728,145.27272727272728
ante,2,73,176,73,73,1.1818181818181819,105.0,122.9090909090909,124.0909090909091,105.0
each,2,80,169,581,80,[],[],[],[],[]
"other,",1,136,136,136,136,[],[],[],[],[]
do,1,66,66,66,66,[],[],[],[],[]
disingenuous,5,65,689,548,65,3.909090909090909,106.81818181818181,492.45454545454544,344.6363636363636,274.45454545454544
call,1,113,113,113,113,[],[],[],[],[]
Reno,1,59,59,59,59,1.7272727272727273,109.72727272727273,199.27272727272728,130.0909090909091,122.9090909090909
say,1,70,70,150,70,[],[],[],[],[]
flicks,2,84,177,177,177,[],[],[],[],[]
moving,2,103,202,202,202,[],[],[],[],[]
multiplex.,2,66,202,598,202,[],[],[],[],[]
simply,1,91,91,91,91,1.3636363636363635,129.8181818181818,192.0,187.1818181818182,139.0
structuring,3,99,243,181,181,[],[],[],[],[]
scenes,2,162,252,398,162,[],[],[],[],[]
jokes:,3,72,485,72,72,[],[],[],[],[]
"setup,",3,78,349,192,192,[],[],[],[],[]
delivery,1,84,84,84,84,1.1818181818181819,111.72727272727273,124.36363636363636,182.0,124.36363636363636
payoff.,1,140,140,1255,140,[],[],[],[],[]
Narc,2,97,331,97,97,[],[],[],[],[]
crime,2,86,189,86,86,[],[],[],[],[]
dramas,1,94,94,94,94,[],[],[],[],[]
becoming,2,133,225,133,133,[],[],[],[],[]
itself.,1,117,117,1382,117,[],[],[],[],[]
no-bull,4,92,310,92,92,3.1818181818181817,105.9090909090909,389.6363636363636,302.72727272727275,157.9090909090909
throwback,3,78,233,590,78,3.1818181818181817,127.63636363636364,373.27272727272725,355.8181818181818,175.63636363636363
1970s,2,85,215,85,85,[],[],[],[],[]
films.,[],[],[],[],[],[],[],[],[],[]
Intriguing,2,102,273,102,102,[],[],[],[],[]
downright,6,122,618,604,122,2.5454545454545454,116.27272727272727,296.8181818181818,242.45454545454547,166.45454545454547
intoxicating.,2,171,304,621,171,2.0,159.63636363636363,318.1818181818182,576.7272727272727,275.09090909090907
combination,3,97,370,554,97,2.6363636363636362,119.9090909090909,310.8181818181818,268.09090909090907,145.1818181818182
sweetness,2,115,222,222,222,[],[],[],[],[]
technical,2,69,170,262,69,1.6363636363636365,119.9090909090909,181.72727272727272,196.9090909090909,143.45454545454547
accomplishments,1,117,117,117,117,2.090909090909091,116.27272727272727,229.9090909090909,191.0,191.0
"maintained,",2,53,155,155,155,[],[],[],[],[]
overall,3,123,303,227,227,[],[],[],[],[]
impact,2,50,140,272,50,[],[],[],[],[]
falls,1,91,91,91,91,[],[],[],[],[]
flat,[],[],[],[],[],[],[],[],[],[]
storyline,1,81,81,81,81,[],[],[],[],[]
delivers,1,104,104,104,104,[],[],[],[],[]
original,2,118,248,118,118,[],[],[],[],[]
magic.,1,98,98,228,98,[],[],[],[],[]
Perhaps,1,61,61,61,61,[],[],[],[],[]
annoying,2,91,162,91,91,[],[],[],[],[]
Who,1,86,86,86,86,[],[],[],[],[]
Cletis,3,120,477,120,120,[],[],[],[],[]
Tout?,1,96,96,149,96,[],[],[],[],[]
obviously,1,86,86,86,86,[],[],[],[],[]
crime.,[],[],[],[],[],[],[],[],[],[]
addition,4,108,494,494,494,[],[],[],[],[]
scoring,2,61,148,642,61,[],[],[],[],[]
familiar,2,86,180,86,86,[],[],[],[],[]
"family,",[],[],[],[],[],[],[],[],[],[]
forgiveness,2,93,153,153,153,1.9090909090909092,143.9090909090909,224.0,240.63636363636363,188.9090909090909
Lilo,[],[],[],[],[],[],[],[],[],[]
&,1,102,102,102,102,[],[],[],[],[]
number,1,86,86,86,86,[],[],[],[],[]
assets,1,157,157,307,157,[],[],[],[],[]
commend,4,76,422,320,76,1.5454545454545454,116.9090909090909,170.0909090909091,169.27272727272728,116.9090909090909
innocent,3,109,340,184,184,[],[],[],[],[]
jaded.,1,81,81,470,81,[],[],[],[],[]
quirky,4,136,512,414,414,[],[],[],[],[]
touches,2,55,158,664,55,[],[],[],[],[]
heart,1,96,96,96,96,[],[],[],[],[]
funnybone,3,79,261,494,79,1.4545454545454546,121.9090909090909,166.9090909090909,178.36363636363637,140.63636363636363
thanks,1,99,99,99,99,[],[],[],[],[]
energetic,1,144,144,144,144,[],[],[],[],[]
surprising,2,101,182,182,182,[],[],[],[],[]
Rachel,2,82,134,134,134,[],[],[],[],[]
Griffiths.,1,111,111,372,111,[],[],[],[],[]
"worst,",2,92,182,92,92,2.3636363636363638,97.0909090909091,271.3636363636364,149.0,137.0909090909091
implodes,4,99,453,99,99,2.4545454545454546,121.72727272727273,304.0,188.27272727272728,155.36363636363637
series,5,78,787,800,78,[],[],[],[],[]
special,3,80,247,80,80,[],[],[],[],[]
effects.,1,104,104,1565,104,[],[],[],[],[]
Bad,[],[],[],[],[],[],[],[],[],[]
baffling,1,98,98,171,98,[],[],[],[],[]
get-go.,1,193,193,193,193,1.9090909090909092,139.1818181818182,268.72727272727275,543.2727272727273,182.9090909090909
blast,2,67,175,67,67,1.2727272727272727,132.1818181818182,158.27272727272728,150.0909090909091,139.45454545454547
educational,2,98,193,193,193,3.0,133.0909090909091,345.54545454545456,277.09090909090907,207.1818181818182
"energy,",2,154,236,154,154,1.8181818181818181,139.9090909090909,277.0,211.45454545454547,211.45454545454547
bouncy,1,205,205,205,205,1.6363636363636365,123.18181818181819,189.45454545454547,211.0909090909091,160.36363636363637
animation,1,95,95,95,95,[],[],[],[],[]
catchy,1,100,100,100,100,[],[],[],[],[]
songs,1,126,126,126,126,[],[],[],[],[]
escort,1,87,87,87,87,[],[],[],[],[]
85,1,88,88,88,88,[],[],[],[],[]
wasn't,2,63,199,63,63,[],[],[],[],[]
remake,4,95,337,95,95,1.75,143.08333333333334,204.91666666666666,169.66666666666666,163.25
masterpiece!,2,69,155,1430,69,2.75,120.41666666666667,372.3333333333333,1167.4166666666667,147.83333333333334
To,[],[],[],[],[],[],[],[],[],[]
comic,1,86,86,86,86,[],[],[],[],[]
perilously,1,145,145,145,145,[],[],[],[],[]
close,1,78,78,78,78,[],[],[],[],[]
Amoses,3,124,337,1229,124,2.8333333333333335,134.66666666666666,315.0833333333333,306.5833333333333,182.83333333333334
Andys,2,80,233,80,80,1.6666666666666667,120.66666666666667,194.83333333333334,137.16666666666666,137.16666666666666
generation.,[],[],[],[],[],[],[],[],[],[]
Although,1,93,93,93,93,[],[],[],[],[]
outward,1,95,95,95,95,1.5833333333333333,119.25,181.41666666666666,166.41666666666666,166.41666666666666
"original,",[],[],[],[],[],[],[],[],[],[]
lovely,2,90,190,90,90,[],[],[],[],[]
flakiness,2,103,177,439,103,1.75,153.58333333333334,234.66666666666666,218.66666666666666,175.5
"gone,",1,89,89,89,89,[],[],[],[],[]
replaced,1,90,90,90,90,1.4166666666666667,115.33333333333333,153.25,161.08333333333334,125.41666666666667
funniness,1,94,94,94,94,[],[],[],[],[]
found,[],[],[],[],[],[],[],[],[],[]
dullest,[],[],[],[],[],[],[],[],[],[]
kiddie,1,243,243,243,243,[],[],[],[],[]
flicks.,[],[],[],[],[],[],[],[],[],[]
trifle,2,104,200,104,104,[],[],[],[],[]
deadpan,2,114,214,214,214,2.5833333333333335,123.33333333333333,316.0833333333333,230.33333333333334,149.58333333333334
face,1,93,93,93,93,[],[],[],[],[]
Jean,1,102,102,198,102,[],[],[],[],[]
"Reno,",[],[],[],[],[],[],[],[],[],[]
resembles,2,186,289,186,186,[],[],[],[],[]
Sly,1,97,97,97,97,[],[],[],[],[]
Stallone,1,50,50,153,50,1.5833333333333333,94.83333333333333,176.41666666666666,208.08333333333334,130.16666666666666
hot,2,58,119,58,58,[],[],[],[],[]
sake,2,310,394,310,310,[],[],[],[],[]
half-sleep.,4,83,346,1992,83,2.6666666666666665,104.08333333333333,325.1666666666667,1178.75,163.16666666666666
cute,[],[],[],[],[],[],[],[],[],[]
side-splittingly,3,79,298,175,175,3.0833333333333335,103.75,357.75,346.25,300.9166666666667
blend,2,83,136,136,136,1.1666666666666667,118.0,140.25,140.25,140.25
Legally,1,111,111,296,111,[],[],[],[],[]
Blonde,2,70,194,490,70,[],[],[],[],[]
Drop,[],[],[],[],[],[],[],[],[],[]
Dead,1,172,172,172,172,[],[],[],[],[]
"Gorgeous,",[],[],[],[],[],[],[],[],[],[]
starring,2,73,140,140,140,[],[],[],[],[]
Piper,1,82,82,82,82,[],[],[],[],[]
Perabo,[],[],[],[],[],[],[],[],[],[]
breakthrough,1,175,175,175,175,[],[],[],[],[]
role.,[],[],[],[],[],[],[],[],[],[]
method,4,95,336,148,148,2.1666666666666665,100.66666666666667,228.0,135.16666666666666,115.91666666666667
"him,",2,70,147,70,70,[],[],[],[],[]
superbly,2,81,178,156,81,[],[],[],[],[]
Few,[],[],[],[],[],[],[],[],[],[]
perfectly,1,101,101,101,101,[],[],[],[],[]
dreams,1,88,88,88,88,1.4166666666666667,99.91666666666667,135.75,153.0,115.16666666666667
boys,2,79,164,164,164,[],[],[],[],[]
baseball,1,113,113,113,113,[],[],[],[],[]
fields,[],[],[],[],[],[],[],[],[],[]
grown,1,78,78,78,78,[],[],[],[],[]
sit,[],[],[],[],[],[],[],[],[],[]
stands.,[],[],[],[],[],[],[],[],[],[]
Steers,1,125,125,125,125,[],[],[],[],[]
unexpectedly,2,103,205,205,205,2.8333333333333335,116.25,312.0,182.5,161.5
adamant,1,111,111,111,111,2.25,129.0,302.0833333333333,259.3333333333333,164.5
streak,1,140,140,140,140,1.8333333333333333,161.58333333333334,288.9166666666667,246.33333333333334,187.08333333333334
